customer_id,customer_fname,customer_lname,customer_email,customer_password,customer_segment_id,customer_address_id
2551,Mary,Gordon,XXXXXXXXX,XXXXXXXXX,1,15739
2552,Karen,Smith,XXXXXXXXX,XXXXXXXXX,1,3409
2553,Hannah,Ellison,XXXXXXXXX,XXXXXXXXX,1,6957
2554,Zachary,Smith,XXXXXXXXX,XXXXXXXXX,1,15801
2555,Mary,Long,XXXXXXXXX,XXXXXXXXX,1,54
2556,Samuel,Hammond,XXXXXXXXX,XXXXXXXXX,2,1598
2557,Mary,Bradshaw,XXXXXXXXX,XXXXXXXXX,2,13890
2558,George,Smith,XXXXXXXXX,XXXXXXXXX,2,5753
2559,Donna,Hall,XXXXXXXXX,XXXXXXXXX,2,5056
2560,Mary,Gilmore,XXXXXXXXX,XXXXXXXXX,2,10004
2561,Angela,Smith,XXXXXXXXX,XXXXXXXXX,2,6560
2562,Mary,Anderson,XXXXXXXXX,XXXXXXXXX,2,13305
2563,Linda,Robles,XXXXXXXXX,XXXXXXXXX,2,6849
2564,Phillip,Smith,XXXXXXXXX,XXXXXXXXX,2,9491
2565,Mary,Kelly,XXXXXXXXX,XXXXXXXXX,2,3428
2566,Ruth,Smith,XXXXXXXXX,XXXXXXXXX,1,6063
2567,Mary,Mclean,XXXXXXXXX,XXXXXXXXX,1,16442
2568,Maria,Smith,XXXXXXXXX,XXXXXXXXX,1,4544
2569,Mary,Duncan,XXXXXXXXX,XXXXXXXXX,1,6489
2570,Michael,Smith,XXXXXXXXX,XXXXXXXXX,2,8880
2571,Zachary,Beasley,XXXXXXXXX,XXXXXXXXX,2,12162
2572,Mary,Smith,XXXXXXXXX,XXXXXXXXX,1,9308
2573,Anna,Taylor,XXXXXXXXX,XXXXXXXXX,1,7370
2574,Martha,Ward,XXXXXXXXX,XXXXXXXXX,1,9414
2575,Mary,Carroll,XXXXXXXXX,XXXXXXXXX,1,7505
2576,Margaret,Smith,XXXXXXXXX,XXXXXXXXX,2,1446
2578,Mary,Blake,XXXXXXXXX,XXXXXXXXX,2,4284
2579,Kimberly,Smith,XXXXXXXXX,XXXXXXXXX,1,5198
2580,Carolyn,Rowland,XXXXXXXXX,XXXXXXXXX,3,8538
2581,Mary,Smith,XXXXXXXXX,XXXXXXXXX,3,9203
2582,David,Franklin,XXXXXXXXX,XXXXXXXXX,3,6106
2583,Michelle,Smith,XXXXXXXXX,XXXXXXXXX,1,1572
2584,Mary,Williams,XXXXXXXXX,XXXXXXXXX,1,6386
2585,Kyle,Rice,XXXXXXXXX,XXXXXXXXX,1,12752
2586,Mary,Little,XXXXXXXXX,XXXXXXXXX,1,779
2587,Vincent,Vazquez,XXXXXXXXX,XXXXXXXXX,1,7512
2588,Mary,Smith,XXXXXXXXX,XXXXXXXXX,1,937
2589,Nathan,Taylor,XXXXXXXXX,XXXXXXXXX,1,15163
2590,Mary,Andrade,XXXXXXXXX,XXXXXXXXX,1,8201
2591,Patricia,Smith,XXXXXXXXX,XXXXXXXXX,1,11083
2592,Kyle,Edwards,XXXXXXXXX,XXXXXXXXX,2,1041
2593,Mary,Nichols,XXXXXXXXX,XXXXXXXXX,3,3997
2594,David,Cortez,XXXXXXXXX,XXXXXXXXX,1,6468
2595,Amy,Smith,XXXXXXXXX,XXXXXXXXX,1,10731
2596,Mary,Stewart,XXXXXXXXX,XXXXXXXXX,1,13755
2597,Brandon,Smith,XXXXXXXXX,XXXXXXXXX,1,3488
2598,Brittany,Meyer,XXXXXXXXX,XXXXXXXXX,2,12474
2599,Mary,Smith,XXXXXXXXX,XXXXXXXXX,2,8815
2600,Deborah,Smith,XXXXXXXXX,XXXXXXXXX,1,15404
2602,Jacob,Smith,XXXXXXXXX,XXXXXXXXX,3,2755
2603,Mary,Taylor,XXXXXXXXX,XXXXXXXXX,2,15873
2604,Betty,Garrett,XXXXXXXXX,XXXXXXXXX,3,7652
2605,Catherine,Smith,XXXXXXXXX,XXXXXXXXX,1,7475
2606,Grace,Morrow,XXXXXXXXX,XXXXXXXXX,1,3112
2607,Mary,Smith,XXXXXXXXX,XXXXXXXXX,1,7484
2608,Madison,Dunn,XXXXXXXXX,XXXXXXXXX,1,6753
2609,Mary,Smith,XXXXXXXXX,XXXXXXXXX,1,1869
2610,Virginia,Johnson,XXXXXXXXX,XXXXXXXXX,1,3963
2611,Nicholas,Hood,XXXXXXXXX,XXXXXXXXX,1,14558
2612,Lori,Smith,XXXXXXXXX,XXXXXXXXX,2,7054
2613,Mary,Little,XXXXXXXXX,XXXXXXXXX,2,534
2614,William,Rocha,XXXXXXXXX,XXXXXXXXX,1,14458
2615,Carol,Smith,XXXXXXXXX,XXXXXXXXX,1,14884
2616,Scott,Humphrey,XXXXXXXXX,XXXXXXXXX,1,6334
2617,Mary,Smith,XXXXXXXXX,XXXXXXXXX,1,7521
2618,Nicole,Jones,XXXXXXXXX,XXXXXXXXX,1,5833
2619,Danielle,Morales,XXXXXXXXX,XXXXXXXXX,1,9792
2620,Mary,Smith,XXXXXXXXX,XXXXXXXXX,1,10795
2621,Robert,Cameron,XXXXXXXXX,XXXXXXXXX,1,15605
2622,Jennifer,Frost,XXXXXXXXX,XXXXXXXXX,2,466
2623,Olivia,Smith,XXXXXXXXX,XXXXXXXXX,2,13469
2624,Mary,Smith,XXXXXXXXX,XXXXXXXXX,2,5769
2625,Betty,Wyatt,XXXXXXXXX,XXXXXXXXX,1,4953
2626,Laura,Smith,XXXXXXXXX,XXXXXXXXX,1,7119
2627,Mary,King,XXXXXXXXX,XXXXXXXXX,1,1825
2628,Madison,Myers,XXXXXXXXX,XXXXXXXXX,1,10137
2629,Mary,Smith,XXXXXXXXX,XXXXXXXXX,1,12061
2630,Willie,Jones,XXXXXXXXX,XXXXXXXXX,1,16380
2631,Mary,Payne,XXXXXXXXX,XXXXXXXXX,1,5903
2632,John,Smith,XXXXXXXXX,XXXXXXXXX,1,8115
2633,Matthew,Figueroa,XXXXXXXXX,XXXXXXXXX,1,6404
2634,Mary,Smith,XXXXXXXXX,XXXXXXXXX,2,5846
2635,Victoria,Hendricks,XXXXXXXXX,XXXXXXXXX,1,12189
2636,Christian,Smith,XXXXXXXXX,XXXXXXXXX,2,270
2637,Bobby,Shelton,XXXXXXXXX,XXXXXXXXX,3,8690
2638,Mary,Hardy,XXXXXXXXX,XXXXXXXXX,1,11698
2639,Patricia,Smith,XXXXXXXXX,XXXXXXXXX,1,1126
2640,Charles,Wong,XXXXXXXXX,XXXXXXXXX,1,4888
2641,Betty,Spears,XXXXXXXXX,XXXXXXXXX,1,10133
2642,Mary,Gould,XXXXXXXXX,XXXXXXXXX,1,1553
2643,David,Smith,XXXXXXXXX,XXXXXXXXX,1,10454
2644,Zachary,Brown,XXXXXXXXX,XXXXXXXXX,3,10501
2645,Jeremy,Leblanc,XXXXXXXXX,XXXXXXXXX,3,5720
2646,Mary,Daugherty,XXXXXXXXX,XXXXXXXXX,3,12404
2647,Susan,Smith,XXXXXXXXX,XXXXXXXXX,3,495
2648,Mary,Montoya,XXXXXXXXX,XXXXXXXXX,2,8133
2649,Robert,Smith,XXXXXXXXX,XXXXXXXXX,2,15810
2650,David,Nguyen,XXXXXXXXX,XXXXXXXXX,2,12263
2651,Thomas,Howell,XXXXXXXXX,XXXXXXXXX,1,16429
2652,Martha,Santiago,XXXXXXXXX,XXXXXXXXX,1,13496
2653,Mary,Smith,XXXXXXXXX,XXXXXXXXX,2,12277
2654,Donna,Martinez,XXXXXXXXX,XXXXXXXXX,1,8285
2655,Mary,Gates,XXXXXXXXX,XXXXXXXXX,1,1136
2656,Charles,Smith,XXXXXXXXX,XXXXXXXXX,2,3476
2657,Brian,Roberson,XXXXXXXXX,XXXXXXXXX,2,4266
2658,Sara,Cisneros,XXXXXXXXX,XXXXXXXXX,1,3055
2659,Terry,Smith,XXXXXXXXX,XXXXXXXXX,1,14435
2660,Mary,Schwartz,XXXXXXXXX,XXXXXXXXX,1,2176
2662,Cynthia,Smith,XXXXXXXXX,XXXXXXXXX,1,14626
2663,Mary,Foster,XXXXXXXXX,XXXXXXXXX,1,14521
2664,Edward,Klein,XXXXXXXXX,XXXXXXXXX,2,7707
2666,Mary,Singh,XXXXXXXXX,XXXXXXXXX,2,15221
2667,Tammy,Smith,XXXXXXXXX,XXXXXXXXX,2,14577
2668,Mary,Davis,XXXXXXXXX,XXXXXXXXX,2,3945
2669,Dorothy,Buck,XXXXXXXXX,XXXXXXXXX,3,14295
2670,Mary,Smith,XXXXXXXXX,XXXXXXXXX,1,1301
2671,Nancy,Moore,XXXXXXXXX,XXXXXXXXX,1,8229
2672,Kathryn,Jenkins,XXXXXXXXX,XXXXXXXXX,1,428
2673,Mary,Klein,XXXXXXXXX,XXXXXXXXX,1,14839
2674,John,Smith,XXXXXXXXX,XXXXXXXXX,1,16539
2675,Michael,Reynolds,XXXXXXXXX,XXXXXXXXX,1,8834
2676,Jeffrey,Smith,XXXXXXXXX,XXXXXXXXX,2,150
2677,Mary,Davis,XXXXXXXXX,XXXXXXXXX,3,10172
2678,Johnny,Robinson,XXXXXXXXX,XXXXXXXXX,3,7029
2679,Mary,Smith,XXXXXXXXX,XXXXXXXXX,3,12963
2680,Jennifer,Ferguson,XXXXXXXXX,XXXXXXXXX,1,12458
2681,Mary,Smith,XXXXXXXXX,XXXXXXXXX,1,4648
2682,Cynthia,Miller,XXXXXXXXX,XXXXXXXXX,1,8346
2683,Mary,Gallegos,XXXXXXXXX,XXXXXXXXX,1,12616
2684,Mary,Walter,XXXXXXXXX,XXXXXXXXX,1,2113
2685,Denise,Smith,XXXXXXXXX,XXXXXXXXX,1,535
2686,Mary,Coffey,XXXXXXXXX,XXXXXXXXX,1,13825
2687,Kelly,Smith,XXXXXXXXX,XXXXXXXXX,1,5337
2688,Mary,Ross,XXXXXXXXX,XXXXXXXXX,1,9063
2689,Matthew,Smith,XXXXXXXXX,XXXXXXXXX,1,12575
2690,Mary,Gibson,XXXXXXXXX,XXXXXXXXX,1,6798
2691,Donald,Jimenez,XXXXXXXXX,XXXXXXXXX,1,16426
2692,Mary,Smith,XXXXXXXXX,XXXXXXXXX,1,11181
2693,Raymond,Wallace,XXXXXXXXX,XXXXXXXXX,1,11288
2695,Mary,Weeks,XXXXXXXXX,XXXXXXXXX,1,11882
2696,Ashley,Smith,XXXXXXXXX,XXXXXXXXX,1,342
2697,Joyce,Thompson,XXXXXXXXX,XXXXXXXXX,1,13997
2698,Mary,Adams,XXXXXXXXX,XXXXXXXXX,1,5705
2699,Kathleen,Higgins,XXXXXXXXX,XXXXXXXXX,2,9175
2700,Ruth,Le,XXXXXXXXX,XXXXXXXXX,1,5379
2701,Christine,Smith,XXXXXXXXX,XXXXXXXXX,2,2428
2702,Mary,Butler,XXXXXXXXX,XXXXXXXXX,2,10309
2703,Kimberly,Smith,XXXXXXXXX,XXXXXXXXX,2,14300
2704,Aaron,Boyle,XXXXXXXXX,XXXXXXXXX,3,16249
2705,Mary,Smith,XXXXXXXXX,XXXXXXXXX,2,14183
2706,Jonathan,Turner,XXXXXXXXX,XXXXXXXXX,3,4876
2707,Mary,Smith,XXXXXXXXX,XXXXXXXXX,2,14750
2708,Jennifer,Dominguez,XXXXXXXXX,XXXXXXXXX,2,167
2709,Mary,Smith,XXXXXXXXX,XXXXXXXXX,2,6667
2710,Katherine,Brown,XXXXXXXXX,XXXXXXXXX,1,3220
2711,Alice,Rodriguez,XXXXXXXXX,XXXXXXXXX,1,3183
2712,Mary,Castillo,XXXXXXXXX,XXXXXXXXX,1,636
2713,Grace,Mcbride,XXXXXXXXX,XXXXXXXXX,1,5212
2714,Albert,Mayer,XXXXXXXXX,XXXXXXXXX,1,8930
2715,Mary,Smith,XXXXXXXXX,XXXXXXXXX,1,8283
2716,Kathleen,Wilkinson,XXXXXXXXX,XXXXXXXXX,1,513
2717,Mary,Smith,XXXXXXXXX,XXXXXXXXX,1,3998
2718,Henry,Porter,XXXXXXXXX,XXXXXXXXX,1,12976
2719,Mary,Smith,XXXXXXXXX,XXXXXXXXX,1,5347
2720,Michael,Obrien,XXXXXXXXX,XXXXXXXXX,1,5607
2721,Matthew,Smith,XXXXXXXXX,XXXXXXXXX,1,421
2722,Harold,Miller,XXXXXXXXX,XXXXXXXXX,1,5292
2723,Mary,Brady,XXXXXXXXX,XXXXXXXXX,1,11511
2724,Dorothy,Smith,XXXXXXXXX,XXXXXXXXX,1,2643
2725,Mary,Hood,XXXXXXXXX,XXXXXXXXX,1,13898
2726,Barbara,Wu,XXXXXXXXX,XXXXXXXXX,1,2313
2727,Henry,Smith,XXXXXXXXX,XXXXXXXXX,1,416
2728,Mary,Adams,XXXXXXXXX,XXXXXXXXX,1,2720
2729,Kimberly,Smith,XXXXXXXXX,XXXXXXXXX,1,8967
2730,Mary,Baldwin,XXXXXXXXX,XXXXXXXXX,2,1392
2731,Joshua,Smith,XXXXXXXXX,XXXXXXXXX,2,9508
2732,Mary,Macias,XXXXXXXXX,XXXXXXXXX,1,8027
2733,David,Smith,XXXXXXXXX,XXXXXXXXX,1,7408
2734,Louis,Richardson,XXXXXXXXX,XXXXXXXXX,1,13619
2735,Mary,Pena,XXXXXXXXX,XXXXXXXXX,2,7571
2736,Lawrence,Keller,XXXXXXXXX,XXXXXXXXX,2,3398
2737,Mary,Smith,XXXXXXXXX,XXXXXXXXX,1,8340
2738,Amber,Holmes,XXXXXXXXX,XXXXXXXXX,1,14328
2739,Mary,Smith,XXXXXXXXX,XXXXXXXXX,1,4890
2740,Robert,Williams,XXXXXXXXX,XXXXXXXXX,2,7613
2741,Jason,Smith,XXXXXXXXX,XXXXXXXXX,2,14586
2742,Jane,Warren,XXXXXXXXX,XXXXXXXXX,1,671
2743,Mary,Smith,XXXXXXXXX,XXXXXXXXX,3,401
2744,Amanda,Fitzgerald,XXXXXXXXX,XXXXXXXXX,3,5744
2745,Mary,Escobar,XXXXXXXXX,XXXXXXXXX,3,15066
2746,Stephanie,Smith,XXXXXXXXX,XXXXXXXXX,3,9603
2747,Nicholas,Berry,XXXXXXXXX,XXXXXXXXX,2,10985
2748,Nicole,Michael,XXXXXXXXX,XXXXXXXXX,2,10475
2749,Mary,Smith,XXXXXXXXX,XXXXXXXXX,2,6251
2750,George,Mason,XXXXXXXXX,XXXXXXXXX,2,8270
2751,Brenda,Smith,XXXXXXXXX,XXXXXXXXX,2,8936
2752,Mary,Hardin,XXXXXXXXX,XXXXXXXXX,2,3108
2753,Amy,Smith,XXXXXXXXX,XXXXXXXXX,3,15866
2754,Mary,Rich,XXXXXXXXX,XXXXXXXXX,3,11898
2755,Andrew,Smith,XXXXXXXXX,XXXXXXXXX,3,4420
2756,Bryan,Simon,XXXXXXXXX,XXXXXXXXX,2,1163
2757,Mary,Smith,XXXXXXXXX,XXXXXXXXX,1,12537
2758,Kimberly,Perez,XXXXXXXXX,XXXXXXXXX,1,7699
2759,Carolyn,Ritter,XXXXXXXXX,XXXXXXXXX,1,9618
2760,Mary,Smith,XXXXXXXXX,XXXXXXXXX,1,2933
2761,Jennifer,Wright,XXXXXXXXX,XXXXXXXXX,3,11384
2762,Mary,Zamora,XXXXXXXXX,XXXXXXXXX,1,4443
2763,Frances,Smith,XXXXXXXXX,XXXXXXXXX,2,1199
2764,Mary,Ross,XXXXXXXXX,XXXXXXXXX,2,4726
2765,Donald,Osborn,XXXXXXXXX,XXXXXXXXX,2,4293
2766,Mary,Smith,XXXXXXXXX,XXXXXXXXX,2,5185
2767,Matthew,Braun,XXXXXXXXX,XXXXXXXXX,2,9442
2768,Adam,Smith,XXXXXXXXX,XXXXXXXXX,2,4918
2769,Mary,Hendricks,XXXXXXXXX,XXXXXXXXX,2,2224
2770,Brittany,Sheppard,XXXXXXXXX,XXXXXXXXX,2,181
2771,Mary,Smith,XXXXXXXXX,XXXXXXXXX,1,14905
2772,Patricia,Johnson,XXXXXXXXX,XXXXXXXXX,2,15137
2773,Linda,Hale,XXXXXXXXX,XXXXXXXXX,2,2852
2774,Sandra,Smith,XXXXXXXXX,XXXXXXXXX,1,13165
2775,Mary,Hayes,XXXXXXXXX,XXXXXXXXX,1,14139
2776,James,Meadows,XXXXXXXXX,XXXXXXXXX,2,14686
2777,Christina,Smith,XXXXXXXXX,XXXXXXXXX,1,7004
2778,Mary,Cooper,XXXXXXXXX,XXXXXXXXX,2,2456
2779,Andrea,Randall,XXXXXXXXX,XXXXXXXXX,1,8154
2780,Mary,Smith,XXXXXXXXX,XXXXXXXXX,2,8163
2781,Jean,Morton,XXXXXXXXX,XXXXXXXXX,2,5791
2782,Bruce,Smith,XXXXXXXXX,XXXXXXXXX,2,109
2783,Mary,Willis,XXXXXXXXX,XXXXXXXXX,3,9130
2784,Lisa,Smith,XXXXXXXXX,XXXXXXXXX,1,5507
2785,Frances,Lawrence,XXXXXXXXX,XXXXXXXXX,2,9771
2786,Adam,Navarro,XXXXXXXXX,XXXXXXXXX,1,8620
2787,Mary,Smith,XXXXXXXXX,XXXXXXXXX,1,5591
2788,Jane,Nelson,XXXXXXXXX,XXXXXXXXX,1,2198
2789,Howard,Lindsey,XXXXXXXXX,XXXXXXXXX,1,8099
2790,Mary,Nielsen,XXXXXXXXX,XXXXXXXXX,1,4055
2791,Martha,Smith,XXXXXXXXX,XXXXXXXXX,1,11889
2792,Roy,Carey,XXXXXXXXX,XXXXXXXXX,1,6123
2793,Mary,Smith,XXXXXXXXX,XXXXXXXXX,1,5864
2794,Patricia,Allen,XXXXXXXXX,XXXXXXXXX,1,5553
2795,Jack,King,XXXXXXXXX,XXXXXXXXX,2,8701
2796,Mary,Matthews,XXXXXXXXX,XXXXXXXXX,1,4409
2797,David,Smith,XXXXXXXXX,XXXXXXXXX,1,7114
2798,Michelle,Petersen,XXXXXXXXX,XXXXXXXXX,2,8558
2799,Mary,Smith,XXXXXXXXX,XXXXXXXXX,2,10641
2800,Edward,Hernandez,XXXXXXXXX,XXXXXXXXX,3,12168
2801,Mary,Jackson,XXXXXXXXX,XXXXXXXXX,3,15875
2802,Gregory,Smith,XXXXXXXXX,XXXXXXXXX,3,7655
2803,Mary,Spencer,XXXXXXXXX,XXXXXXXXX,1,9570
2804,Matthew,Norman,XXXXXXXXX,XXXXXXXXX,1,14537
2805,Willie,Smith,XXXXXXXXX,XXXXXXXXX,1,10082
2806,Mary,Garcia,XXXXXXXXX,XXXXXXXXX,1,9750
2807,Brittany,Waller,XXXXXXXXX,XXXXXXXXX,1,5444
2808,Mary,Smith,XXXXXXXXX,XXXXXXXXX,1,472
2809,Evelyn,Bailey,XXXXXXXXX,XXXXXXXXX,3,1727
2810,Mary,Ross,XXXXXXXXX,XXXXXXXXX,1,13324
2811,Thomas,Smith,XXXXXXXXX,XXXXXXXXX,1,15285
2812,Mark,Harvey,XXXXXXXXX,XXXXXXXXX,1,3203
2813,Mary,Smith,XXXXXXXXX,XXXXXXXXX,1,2953
2814,Debra,Morales,XXXXXXXXX,XXXXXXXXX,1,16188
2815,Justin,Patterson,XXXXXXXXX,XXXXXXXXX,1,9766
2816,Mary,Cunningham,XXXXXXXXX,XXXXXXXXX,1,6039
2817,Rachel,Choi,XXXXXXXXX,XXXXXXXXX,2,10391
2818,Mary,Smith,XXXXXXXXX,XXXXXXXXX,2,9677
2819,Julie,Lin,XXXXXXXXX,XXXXXXXXX,1,12872
2820,Roy,Smith,XXXXXXXXX,XXXXXXXXX,1,3798
2821,Mary,Williams,XXXXXXXXX,XXXXXXXXX,1,4784
2822,James,Ashley,XXXXXXXXX,XXXXXXXXX,1,12723
2823,Danielle,Smith,XXXXXXXXX,XXXXXXXXX,1,4718
2824,Mary,Bray,XXXXXXXXX,XXXXXXXXX,3,1492
2825,Sarah,Smith,XXXXXXXXX,XXXXXXXXX,1,3827
2826,Lisa,Wallace,XXXXXXXXX,XXXXXXXXX,3,10592
2827,Rachel,Weaver,XXXXXXXXX,XXXXXXXXX,2,6329
2828,Mary,Smith,XXXXXXXXX,XXXXXXXXX,2,4101
2829,Ryan,Miller,XXXXXXXXX,XXXXXXXXX,2,11349
2830,Maria,Baker,XXXXXXXXX,XXXXXXXXX,2,15881
2831,Mary,Padilla,XXXXXXXXX,XXXXXXXXX,2,5065
2832,Angela,Smith,XXXXXXXXX,XXXXXXXXX,2,2744
2833,Eric,Vega,XXXXXXXXX,XXXXXXXXX,2,6227
2834,Mary,Smith,XXXXXXXXX,XXXXXXXXX,2,4111
2835,Bryan,Gould,XXXXXXXXX,XXXXXXXXX,2,2376
2836,Mary,Smith,XXXXXXXXX,XXXXXXXXX,2,11814
2837,Michael,Wilson,XXXXXXXXX,XXXXXXXXX,1,10222
2838,Mary,Carter,XXXXXXXXX,XXXXXXXXX,1,9171
2839,Carol,Smith,XXXXXXXXX,XXXXXXXXX,2,13835
2841,Mary,Smith,XXXXXXXXX,XXXXXXXXX,3,2042
2842,Charles,Johnson,XXXXXXXXX,XXXXXXXXX,3,4478
2843,Mary,Chung,XXXXXXXXX,XXXXXXXXX,1,12966
2844,Robert,Smith,XXXXXXXXX,XXXXXXXXX,2,896
2845,Ryan,Collins,XXXXXXXXX,XXXXXXXXX,1,4481
2846,Mary,Monroe,XXXXXXXXX,XXXXXXXXX,1,5067
2847,Theresa,Mays,XXXXXXXXX,XXXXXXXXX,1,6974
2848,Mary,Smith,XXXXXXXXX,XXXXXXXXX,3,755
2849,Rebecca,Reed,XXXXXXXXX,XXXXXXXXX,3,6863
2850,Dennis,Smith,XXXXXXXXX,XXXXXXXXX,3,7298
2851,Mary,Huffman,XXXXXXXXX,XXXXXXXXX,3,1475
2852,Kathryn,Smith,XXXXXXXXX,XXXXXXXXX,3,1717
2853,Mary,Alvarez,XXXXXXXXX,XXXXXXXXX,3,6890
2854,Lauren,Smith,XXXXXXXXX,XXXXXXXXX,2,6295
2856,Karen,Guzman,XXXXXXXXX,XXXXXXXXX,2,14079
2857,Eric,Smith,XXXXXXXXX,XXXXXXXXX,2,15849
2858,Julie,Carter,XXXXXXXXX,XXXXXXXXX,2,4588
2859,Mary,Pope,XXXXXXXXX,XXXXXXXXX,2,9530
2860,George,Smith,XXXXXXXXX,XXXXXXXXX,2,13991
2861,Mary,Williamson,XXXXXXXXX,XXXXXXXXX,1,11066
2862,Ashley,Castaneda,XXXXXXXXX,XXXXXXXXX,3,4912
2863,Roger,Smith,XXXXXXXXX,XXXXXXXXX,3,1827
2864,Mary,Kelly,XXXXXXXXX,XXXXXXXXX,1,1638
2865,Carol,Ware,XXXXXXXXX,XXXXXXXXX,1,8661
2866,Jerry,Smith,XXXXXXXXX,XXXXXXXXX,1,15979
2867,Wayne,Woods,XXXXXXXXX,XXXXXXXXX,1,3017
2868,Mary,Castillo,XXXXXXXXX,XXXXXXXXX,3,5506
2869,Margaret,Hansen,XXXXXXXXX,XXXXXXXXX,1,14111
2870,Ronald,Smith,XXXXXXXXX,XXXXXXXXX,1,11178
2871,Sharon,Mitchell,XXXXXXXXX,XXXXXXXXX,2,9531
2872,Mary,Ortiz,XXXXXXXXX,XXXXXXXXX,2,16065
2873,Joyce,Padilla,XXXXXXXXX,XXXXXXXXX,1,296
2874,Denise,Smith,XXXXXXXXX,XXXXXXXXX,1,11253
2875,Mary,Roberts,XXXXXXXXX,XXXXXXXXX,1,2252
2876,Maria,Smith,XXXXXXXXX,XXXXXXXXX,3,9182
2877,Mary,Ramirez,XXXXXXXXX,XXXXXXXXX,3,3323
2878,Michael,Smith,XXXXXXXXX,XXXXXXXXX,3,6950
2879,William,Garcia,XXXXXXXXX,XXXXXXXXX,1,5574
2880,Linda,Walters,XXXXXXXXX,XXXXXXXXX,3,400
2881,Phillip,Smith,XXXXXXXXX,XXXXXXXXX,3,3133
2882,Mary,Decker,XXXXXXXXX,XXXXXXXXX,1,10889
2883,Christine,Smith,XXXXXXXXX,XXXXXXXXX,2,4
2884,Mary,Ho,XXXXXXXXX,XXXXXXXXX,2,7492
2885,Mark,Smith,XXXXXXXXX,XXXXXXXXX,2,13556
2887,Elizabeth,Smith,XXXXXXXXX,XXXXXXXXX,1,14930
2888,Lauren,Ibarra,XXXXXXXXX,XXXXXXXXX,1,9849
2889,Tyler,Smith,XXXXXXXXX,XXXXXXXXX,2,13845
2890,Mary,Taylor,XXXXXXXXX,XXXXXXXXX,2,13629
2891,Victoria,Pitts,XXXXXXXXX,XXXXXXXXX,2,13651
2892,Mary,Smith,XXXXXXXXX,XXXXXXXXX,2,10310
2893,Russell,Wyatt,XXXXXXXXX,XXXXXXXXX,2,1707
2894,Mary,Smith,XXXXXXXXX,XXXXXXXXX,2,12938
2895,Dylan,Butler,XXXXXXXXX,XXXXXXXXX,1,15807
2896,Mary,Smith,XXXXXXXXX,XXXXXXXXX,2,2975
2897,Daniel,Mckinney,XXXXXXXXX,XXXXXXXXX,2,10574
2898,Christine,Smith,XXXXXXXXX,XXXXXXXXX,2,131
2899,Albert,Werner,XXXXXXXXX,XXXXXXXXX,1,13893
2900,Mary,Smith,XXXXXXXXX,XXXXXXXXX,1,2696
2901,Emma,Davis,XXXXXXXXX,XXXXXXXXX,1,10907
2902,Megan,Leach,XXXXXXXXX,XXXXXXXXX,1,13686
2903,Mary,Smith,XXXXXXXXX,XXXXXXXXX,3,5007
2904,Lisa,Walton,XXXXXXXXX,XXXXXXXXX,3,480
2905,Kelly,Livingston,XXXXXXXXX,XXXXXXXXX,3,16041
2906,Mary,Smith,XXXXXXXXX,XXXXXXXXX,2,8183
2907,Russell,Maddox,XXXXXXXXX,XXXXXXXXX,1,11015
2908,Mary,Smith,XXXXXXXXX,XXXXXXXXX,1,3187
2909,Sarah,Snyder,XXXXXXXXX,XXXXXXXXX,2,6241
2910,Timothy,Curtis,XXXXXXXXX,XXXXXXXXX,2,9138
2911,Mary,Smith,XXXXXXXXX,XXXXXXXXX,2,15039
2912,William,Chen,XXXXXXXXX,XXXXXXXXX,1,7433
2913,Victoria,Sharp,XXXXXXXXX,XXXXXXXXX,3,13164
2914,Mary,Smith,XXXXXXXXX,XXXXXXXXX,3,2998
2915,Sandra,Green,XXXXXXXXX,XXXXXXXXX,3,12642
2916,Cynthia,Nelson,XXXXXXXXX,XXXXXXXXX,3,3917
2917,Kyle,Smith,XXXXXXXXX,XXXXXXXXX,1,12254
2918,Mary,Myers,XXXXXXXXX,XXXXXXXXX,1,2794
2919,Douglas,Burgess,XXXXXXXXX,XXXXXXXXX,2,7001
2920,Mary,Ayers,XXXXXXXXX,XXXXXXXXX,2,10130
2921,Denise,Smith,XXXXXXXXX,XXXXXXXXX,1,7829
2922,Madison,Russo,XXXXXXXXX,XXXXXXXXX,1,11875
2923,Mary,Smith,XXXXXXXXX,XXXXXXXXX,2,5084
2924,Timothy,Kirby,XXXXXXXXX,XXXXXXXXX,3,13638
2925,Mary,Baird,XXXXXXXXX,XXXXXXXXX,3,12568
2926,Donald,Smith,XXXXXXXXX,XXXXXXXXX,2,1573
2927,Mary,Sanchez,XXXXXXXXX,XXXXXXXXX,3,5455
2928,Sarah,Larsen,XXXXXXXXX,XXXXXXXXX,3,16103
2929,Mary,Smith,XXXXXXXXX,XXXXXXXXX,1,6929
2930,Ronald,Petty,XXXXXXXXX,XXXXXXXXX,2,1117
2931,Carl,Smith,XXXXXXXXX,XXXXXXXXX,1,9017
2932,Mary,Scott,XXXXXXXXX,XXXXXXXXX,1,14001
2933,George,Smith,XXXXXXXXX,XXXXXXXXX,2,1926
2934,Judy,Hale,XXXXXXXXX,XXXXXXXXX,2,431
2935,Mary,Smith,XXXXXXXXX,XXXXXXXXX,1,9363
2936,Edward,Myers,XXXXXXXXX,XXXXXXXXX,2,15143
2937,Mary,Mcclure,XXXXXXXXX,XXXXXXXXX,1,8675
2938,Nicole,Smith,XXXXXXXXX,XXXXXXXXX,1,1880
